-0.4597984	-0.5808322	-0.584956	-0.5848617	-0.55697	-0.5853468	-0.5815694
-0.4608005	-0.5818346	-0.584431	-0.5851481	-0.5582586	-0.58611	-0.5820465
-0.4574122	-0.5824074	-0.585815	-0.5862934	-0.5597859	-0.5872071	-0.5832392
-0.4582235	-0.5822165	-0.5850037	-0.5855298	-0.5572563	-0.5861577	-0.5821896
-0.45746	-0.5817869	-0.5846696	-0.5849572	-0.5578291	-0.5860146	-0.581951
-0.4556465	-0.5815959	-0.5849083	-0.5847663	-0.5573518	-0.5855853	-0.5813786
-0.4572213	-0.5811186	-0.5840969	-0.5845754	-0.5565881	-0.5855376	-0.581474
-0.4573645	-0.5804026	-0.5845742	-0.5845276	-0.556254	-0.5852991	-0.5813786
-0.4582712	-0.5815959	-0.5831424	-0.5849094	-0.5563972	-0.5852037	-0.58114
-0.4601801	-0.5810232	-0.5838583	-0.5841936	-0.5563495	-0.5850129	-0.5810446
-0.4570305	-0.5815959	-0.5836197	-0.5842413	-0.5581154	-0.5855376	-0.5812354
-0.4578895	-0.5813573	-0.5840015	-0.5840027	-0.5568745	-0.5853468	-0.58114
-0.4587485	-0.5824074	-0.5842878	-0.5844322	-0.556254	-0.5855376	-0.5815217
-0.4570305	-0.5805458	-0.5832856	-0.5840504	-0.55697	-0.5853468	-0.5813309
-0.4569827	-0.5809277	-0.583572	-0.584289	-0.5574472	-0.5853945	-0.5813786
-0.4558851	-0.5809277	-0.5840492	-0.5835732	-0.5569222	-0.5852991	-0.5812354
-0.4604187	-0.5811186	-0.5841447	-0.5841459	-0.5566359	-0.5849652	-0.58114
-0.4588916	-0.5810232	-0.5834288	-0.5838595	-0.5564927	-0.5850129	-0.5809492
-0.4575554	-0.5809754	-0.5841447	-0.5843367	-0.556445	-0.5853468	-0.5812831
-0.4565055	-0.5814527	-0.5836674	-0.5845754	-0.5578768	-0.585156	-0.5812354
-0.4594643	-0.5819301	-0.5841447	-0.5843367	-0.5573995	-0.5854422	-0.5813309
-0.4555033	-0.5810709	-0.5841447	-0.5843367	-0.5573518	-0.5852514	-0.5813309
-0.4562192	-0.5819778	-0.5842401	-0.5845276	-0.5575427	-0.5853468	-0.5812354
-0.4569827	-0.5817869	-0.5837629	-0.5844799	-0.5574472	-0.5852991	-0.5814263
-0.459512	-0.5808322	-0.5840492	-0.5844322	-0.5571131	-0.5852037	-0.5811877
-0.4589394	-0.58088	-0.5834288	-0.5837163	-0.5562063	-0.5849652	-0.5809492
-0.4575077	-0.5818823	-0.584431	-0.5845276	-0.55802	-0.5855853	-0.5813786
-0.4561237	-0.581405	-0.5841447	-0.5844322	-0.5576859	-0.5853945	-0.5812831
-0.459178	-0.5818823	-0.5843356	-0.5844799	-0.5566836	-0.5853945	-0.5813786
-0.4578895	-0.5804981	-0.5845265	-0.583955	-0.5577336	-0.5853945	-0.5812354
-0.4568873	-0.5814527	-0.5831424	-0.5840981	-0.5575904	-0.5852037	-0.581474
-0.4563623	-0.5807368	-0.5835242	-0.5845754	-0.5569222	-0.5850129	-0.5812831
-0.4597984	-0.5809754	-0.5844787	-0.5834777	-0.5573041	-0.5850606	-0.5810923
-0.4579372	-0.5809754	-0.5836197	-0.5852435	-0.5565404	-0.5850606	-0.5809492
-0.4568396	-0.5819778	-0.5833333	-0.5842413	-0.5577813	-0.5852991	-0.5814263
-0.4578417	-0.5813095	-0.5842878	-0.5842413	-0.5568268	-0.5852037	-0.5813786
-0.4576986	-0.5814527	-0.5852901	-0.5841459	-0.5573041	-0.5853945	-0.5816171
-0.4555988	-0.5809754	-0.584431	-0.584289	-0.5568745	-0.585156	-0.5812354
-0.4576031	-0.5808322	-0.5849083	-0.5837163	-0.556254	-0.5853468	-0.5813786
-0.4565055	-0.5809754	-0.583572	-0.5845754	-0.5572086	-0.5852514	-0.5813309
-0.4563623	-0.5811664	-0.584431	-0.583955	-0.5571131	-0.5852514	-0.5810446
-0.457794	-0.5803549	-0.5834765	-0.583955	-0.555729	-0.5851083	-0.5810923
-0.4570305	-0.5819778	-0.5833811	-0.5832868	-0.5571131	-0.5853945	-0.5813786
-0.4570305	-0.5815005	-0.5834288	-0.5840027	-0.5570177	-0.585156	-0.5811877
-0.4587007	-0.5819301	-0.5841447	-0.5848617	-0.5564927	-0.5851083	-0.5812831
-0.4571259	-0.5815959	-0.5832379	-0.5845754	-0.5573041	-0.5851083	-0.5810923
-0.4573168	-0.5805936	-0.5843833	-0.5843845	-0.5572086	-0.5850606	-0.5813309
-0.4567441	-0.5812141	-0.5847651	-0.5841936	-0.5570654	-0.5849652	-0.58114
-0.4570782	-0.5804026	-0.5838106	-0.5844322	-0.5570654	-0.5853468	-0.5812354
-0.4605619	-0.5813573	-0.5841447	-0.5841936	-0.5561586	-0.585156	-0.5810923
-0.4591302	-0.5809754	-0.5848128	-0.5849572	-0.5575904	-0.5852991	-0.5816648
-0.457794	-0.5810232	-0.5840015	-0.5845276	-0.5573041	-0.5852037	-0.5812354
-0.4579372	-0.5813573	-0.5829993	-0.5849572	-0.5571609	-0.5853945	-0.5812831
